minutes_watched,CLV,region_0,region_1,region_2,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8
349,119,0,0,1,0,0,0,0,0,0,1,0
1124,209,0,1,0,1,0,0,0,0,0,0,0
117,118,1,0,0,0,0,1,0,0,0,0,0
45,144,0,1,0,0,0,0,1,0,0,0,0
1511,62,0,0,1,0,0,0,0,0,1,0,0
3096,119,0,0,1,0,0,0,1,0,0,0,0
369,62,0,0,1,0,0,0,1,0,0,0,0
980,17,0,0,1,0,0,0,0,0,0,1,0
1921,62,0,0,1,0,1,0,0,0,0,0,0
3383,72,0,0,1,0,0,0,0,0,0,1,0
1222,62,0,1,0,0,0,1,0,0,0,0,0
408,121,0,0,1,0,0,0,0,0,1,0,0
34,62,0,0,1,0,0,0,0,0,0,1,0
803,61,0,0,1,0,1,0,0,0,0,0,0
3491,119,0,0,1,0,0,0,1,0,0,0,0
1459,97,0,0,1,0,1,0,0,0,0,0,0
13,118,1,0,0,0,0,0,0,0,1,0,0
1464,77,0,1,0,0,0,0,0,0,0,1,0
4177,143,0,1,0,0,0,1,0,0,0,0,0
353,118,0,0,1,0,0,0,1,0,0,0,0
5461,161,0,0,1,0,0,0,0,0,1,0,0
280,146,0,1,0,1,0,0,0,0,0,0,0
3131,119,0,0,1,0,0,0,0,0,1,0,0
1036,119,1,0,0,0,0,0,0,0,0,0,1
356,138,0,1,0,0,0,0,1,0,0,0,0
153,118,1,0,0,0,0,0,1,0,0,0,0
475,63,1,0,0,0,0,1,0,0,0,0,0
163,119,1,0,0,0,0,0,1,0,0,0,0
866,119,0,0,1,0,0,0,0,0,1,0,0
1407,119,1,0,0,0,0,1,0,0,0,0,0
281,118,0,0,1,0,0,0,0,0,1,0,0
283,43,0,1,0,0,0,0,0,0,0,0,1
56,119,0,0,1,0,0,0,0,0,0,1,0
697,141,0,1,0,0,0,0,1,0,0,0,0
126132,119,0,0,1,0,0,1,0,0,0,0,0
13,118,0,0,1,0,0,0,1,0,0,0,0
1740,62,0,0,1,1,0,0,0,0,0,0,0
6299,123,0,0,1,0,0,0,0,0,0,0,1
15051,119,0,0,1,0,0,0,0,0,0,0,1
5807,62,0,1,0,0,0,1,0,0,0,0,0
2636,33,0,1,0,0,0,0,1,0,0,0,0
5015,145,0,1,0,0,1,0,0,0,0,0,0
903,118,1,0,0,0,0,0,1,0,0,0,0
384,62,0,0,1,0,1,0,0,0,0,0,0
24,119,1,0,0,0,0,0,0,1,0,0,0
13431,64,0,0,1,0,0,1,0,0,0,0,0
1176,119,1,0,0,1,0,0,0,0,0,0,0
65,184,0,0,1,0,0,1,0,0,0,0,0
352,36,1,0,0,0,0,0,1,0,0,0,0
1002,174,1,0,0,0,0,0,1,0,0,0,0
3597,143,0,1,0,0,0,1,0,0,0,0,0
936,118,1,0,0,0,0,0,0,0,0,1,0
131,143,0,1,0,0,0,0,1,0,0,0,0
858,64,0,0,1,0,0,0,0,0,0,1,0
599,119,1,0,0,0,0,1,0,0,0,0,0
1854,30,0,0,1,0,0,0,1,0,0,0,0
4337,104,0,1,0,0,0,0,0,0,0,1,0
334,14,0,0,1,0,1,0,0,0,0,0,0
1979,25,0,0,1,1,0,0,0,0,0,0,0
1687,145,0,1,0,0,0,0,0,0,0,1,0
1425,62,0,0,1,0,1,0,0,0,0,0,0
229,75,0,0,1,0,0,0,1,0,0,0,0
373,36,0,0,1,0,0,0,0,0,0,1,0
210,72,0,0,1,0,0,1,0,0,0,0,0
274,62,0,0,1,0,1,0,0,0,0,0,0
312,62,0,0,1,0,0,0,0,1,0,0,0
464,62,0,0,1,0,0,0,0,0,1,0,0
120,62,0,0,1,0,0,0,0,0,0,0,1
717,142,0,1,0,0,0,0,0,0,0,1,0
1060,62,0,0,1,0,0,0,1,0,0,0,0
358,119,0,0,1,0,0,0,0,0,1,0,0
3012,34,0,0,1,0,0,0,0,0,0,1,0
19415,202,1,0,0,0,0,0,1,0,0,0,0
356,62,0,0,1,0,0,0,0,0,0,1,0
474,144,0,1,0,0,0,0,0,0,0,1,0
517,119,1,0,0,0,0,0,0,0,0,0,1
1289,36,0,0,1,0,0,0,1,0,0,0,0
358,119,1,0,0,0,0,0,0,0,1,0,0
60,36,1,0,0,0,0,0,0,0,0,1,0
2087,14,0,0,1,0,0,0,0,0,1,0,0
520,156,0,0,1,0,0,0,0,0,0,1,0
3378,119,1,0,0,0,0,0,0,0,0,1,0
1040,62,0,0,1,0,1,0,0,0,0,0,0
16,118,1,0,0,0,0,0,0,0,0,0,1
486,119,0,0,1,0,0,1,0,0,0,0,0
1399,84,0,0,1,0,0,0,1,0,0,0,0
193,119,0,0,1,0,0,0,1,0,0,0,0
391,118,1,0,0,0,0,0,1,0,0,0,0
220,121,0,0,1,1,0,0,0,0,0,0,0
14,119,1,0,0,1,0,0,0,0,0,0,0
173,119,1,0,0,0,0,0,0,0,0,1,0
156,138,1,0,0,0,0,0,0,0,0,1,0
1400,36,1,0,0,0,0,0,1,0,0,0,0
445,119,1,0,0,0,0,1,0,0,0,0,0
41,118,1,0,0,0,0,1,0,0,0,0,0
507,119,1,0,0,0,0,1,0,0,0,0,0
462,62,0,0,1,0,1,0,0,0,0,0,0
2165,119,1,0,0,0,0,0,0,0,0,1,0
298,62,0,0,1,0,0,0,0,0,0,1,0
52,119,1,0,0,0,0,0,1,0,0,0,0
10842,62,1,0,0,0,0,0,0,0,1,0,0
1032,96,0,0,1,0,0,0,0,0,0,1,0
2725,36,0,0,1,0,0,0,0,0,0,0,1
609,118,0,0,1,0,1,0,0,0,0,0,0
1749,121,0,0,1,1,0,0,0,0,0,0,0
38,119,1,0,0,0,0,1,0,0,0,0,0
445,144,0,1,0,0,0,0,0,0,1,0,0
1450,19,0,0,1,0,1,0,0,0,0,0,0
458,119,0,0,1,0,0,1,0,0,0,0,0
1784,62,0,0,1,0,0,1,0,0,0,0,0
266,149,1,0,0,0,0,0,0,0,1,0,0
1496,138,0,0,1,1,0,0,0,0,0,0,0
1371,62,0,0,1,0,0,0,0,0,1,0,0
199,119,1,0,0,0,0,0,1,0,0,0,0
4401,143,0,0,1,1,0,0,0,0,0,0,0
4281,65,0,0,1,0,1,0,0,0,0,0,0
1117,182,0,1,0,0,0,0,0,0,1,0,0
168,143,0,1,0,0,1,0,0,0,0,0,0
424,62,1,0,0,0,0,0,0,0,0,1,0
1116,153,1,0,0,0,0,1,0,0,0,0,0
1365,119,1,0,0,0,0,0,1,0,0,0,0
400,62,0,0,1,0,0,0,0,0,0,1,0
21174,21,0,0,1,0,1,0,0,0,0,0,0
24,119,1,0,0,1,0,0,0,0,0,0,0
104,62,0,0,1,1,0,0,0,0,0,0,0
914,119,0,0,1,0,0,0,0,0,1,0,0
453,141,0,0,1,0,0,0,0,0,0,0,1
1030,62,0,0,1,0,0,0,1,0,0,0,0
1563,62,0,0,1,1,0,0,0,0,0,0,0
1424,62,0,1,0,1,0,0,0,0,0,0,0
975,146,0,0,1,0,0,0,0,0,0,1,0
1681,34,0,0,1,0,0,0,0,0,0,1,0
385,142,0,1,0,0,0,0,0,0,0,1,0
3459,23,0,1,0,0,0,0,0,0,0,0,1
12927,180,0,1,0,0,0,0,0,0,0,0,1
5993,34,0,0,1,0,1,0,0,0,0,0,0
16008,141,0,1,0,0,0,0,0,0,0,0,1
580,62,0,0,1,1,0,0,0,0,0,0,0
18,43,0,1,0,0,0,1,0,0,0,0,0
220,43,0,1,0,0,0,0,0,0,0,1,0
412,119,0,0,1,0,0,0,0,0,0,1,0
2853,62,0,0,1,0,0,0,1,0,0,0,0
706,62,0,0,1,0,0,1,0,0,0,0,0
674,62,0,0,1,0,0,0,1,0,0,0,0
1922,19,0,0,1,0,0,1,0,0,0,0,0
595,119,0,0,1,0,0,0,0,0,0,0,1
659,119,0,0,1,0,0,1,0,0,0,0,0
398,119,1,0,0,0,0,1,0,0,0,0,0
1365,48,1,0,0,0,0,0,0,0,0,0,1
172,119,1,0,0,0,1,0,0,0,0,0,0
8647,287,0,1,0,0,1,0,0,0,0,0,0
206,164,0,0,1,0,0,0,0,0,0,1,0
168,118,1,0,0,1,0,0,0,0,0,0,0
2395,118,1,0,0,0,0,1,0,0,0,0,0
2867,74,0,1,0,0,0,0,0,0,0,0,1
363,74,0,1,0,0,0,0,0,0,0,1,0
185,138,1,0,0,0,0,0,0,0,0,1,0
7,19,0,0,1,0,0,1,0,0,0,0,0
975,62,0,0,1,0,0,0,0,0,0,1,0
238,119,1,0,0,0,1,0,0,0,0,0,0
652,142,0,0,1,1,0,0,0,0,0,0,0
1122,119,1,0,0,0,0,0,1,0,0,0,0
482,118,0,1,0,0,0,0,0,0,0,0,1
8,130,1,0,0,1,0,0,0,0,0,0,0
319,62,0,0,1,1,0,0,0,0,0,0,0
121,62,0,0,1,0,0,0,1,0,0,0,0
11725,119,0,0,1,0,1,0,0,0,0,0,0
185,118,0,1,0,0,0,0,0,0,0,0,1
9481,143,0,1,0,0,0,0,0,0,0,0,1
785,19,0,0,1,0,0,0,0,0,0,1,0
194,172,1,0,0,1,0,0,0,0,0,0,0
5255,118,1,0,0,0,0,1,0,0,0,0,0
216,62,0,0,1,0,0,0,1,0,0,0,0
1153,119,0,0,1,0,0,1,0,0,0,0,0
1136,91,0,0,1,1,0,0,0,0,0,0,0
2722,34,0,0,1,0,0,0,0,0,0,1,0
1385,62,0,0,1,0,0,0,0,0,0,1,0
1729,62,0,0,1,0,1,0,0,0,0,0,0
201,119,0,0,1,0,0,0,0,0,0,0,1
988,96,0,0,1,0,0,0,0,0,0,1,0
909,240,0,1,0,0,0,0,0,0,0,1,0
704,68,0,0,1,0,0,0,1,0,0,0,0
1472,174,1,0,0,0,1,0,0,0,0,0,0
1414,119,1,0,0,1,0,0,0,0,0,0,0
1844,78,0,0,1,0,0,0,0,0,0,1,0
2349,63,0,0,1,0,0,0,1,0,0,0,0
1735,62,0,0,1,0,1,0,0,0,0,0,0
186,149,1,0,0,0,0,0,0,0,0,1,0
82,118,1,0,0,0,0,0,0,1,0,0,0
1132,113,0,1,0,0,0,0,0,0,0,1,0
848,91,0,0,1,1,0,0,0,0,0,0,0
885,50,0,1,0,1,0,0,0,0,0,0,0
1314,36,0,0,1,0,0,0,0,0,1,0,0
1197,142,0,1,0,0,0,0,0,1,0,0,0
5361,125,0,1,0,0,0,1,0,0,0,0,0
173,62,0,0,1,0,0,1,0,0,0,0,0
437,143,0,1,0,0,0,1,0,0,0,0,0
626,143,0,1,0,0,0,0,0,0,0,1,0
415,19,0,0,1,0,0,0,0,0,0,1,0
479,119,1,0,0,0,0,1,0,0,0,0,0
1064,119,0,0,1,0,0,0,0,0,0,0,1
70,119,1,0,0,0,0,0,0,0,0,0,1
3957,118,1,0,0,0,0,0,0,0,1,0,0
899,119,0,0,1,0,1,0,0,0,0,0,0
1078,62,0,0,1,0,1,0,0,0,0,0,0
4936,119,1,0,0,0,1,0,0,0,0,0,0
844,174,1,0,0,0,0,0,0,1,0,0,0
197,97,1,0,0,0,0,0,0,0,0,0,1
141,119,1,0,0,0,0,0,1,0,0,0,0
1231,119,1,0,0,0,0,0,0,0,0,1,0
2303,62,0,0,1,0,0,0,0,0,0,1,0
3104,50,0,0,1,0,0,0,0,0,0,1,0
748,64,1,0,0,0,0,0,0,0,0,1,0
2865,64,0,0,1,1,0,0,0,0,0,0,0
1428,36,1,0,0,0,0,0,0,0,0,0,1
2574,62,0,0,1,0,0,0,0,0,0,1,0
198,19,0,0,1,0,0,1,0,0,0,0,0
3541,93,1,0,0,0,1,0,0,0,0,0,0
238,19,0,0,1,1,0,0,0,0,0,0,0
4032,64,0,0,1,0,0,0,1,0,0,0,0
213,62,0,0,1,0,0,0,0,0,0,1,0
467,34,0,0,1,0,0,1,0,0,0,0,0
286,141,0,1,0,0,0,1,0,0,0,0,0
855,119,1,0,0,0,0,1,0,0,0,0,0
388,62,0,0,1,0,0,1,0,0,0,0,0
60,119,1,0,0,0,1,0,0,0,0,0,0
358,142,0,0,1,0,0,1,0,0,0,0,0
1765,119,0,0,1,0,0,0,0,0,0,1,0
1906,62,0,0,1,1,0,0,0,0,0,0,0
1533,141,0,1,0,1,0,0,0,0,0,0,0
3859,35,0,0,1,1,0,0,0,0,0,0,0
42,143,0,1,0,0,0,0,0,0,0,0,1
512,348,0,0,1,1,0,0,0,0,0,0,0
84,149,0,1,0,0,0,0,0,0,0,1,0
1005,62,0,0,1,0,0,0,0,0,0,0,1
1461,62,0,0,1,1,0,0,0,0,0,0,0
303,246,0,0,1,0,0,0,0,0,0,0,1
415,119,1,0,0,0,0,1,0,0,0,0,0
12,143,1,0,0,1,0,0,0,0,0,0,0
817,119,1,0,0,0,0,0,0,0,0,0,1
1135,80,0,0,1,0,0,0,0,0,0,1,0
458,43,0,1,0,0,0,0,0,0,0,0,1
12279,78,0,0,1,0,0,1,0,0,0,0,0
599,64,1,0,0,0,0,0,0,0,0,0,1
2366,119,1,0,0,0,0,0,1,0,0,0,0
1784,62,0,0,1,0,1,0,0,0,0,0,0
1253,62,0,0,1,0,0,0,1,0,0,0,0
393,119,0,1,0,1,0,0,0,0,0,0,0
433,119,0,0,1,0,0,0,1,0,0,0,0
1964,166,0,1,0,0,1,0,0,0,0,0,0
2108,119,1,0,0,0,0,0,0,0,0,1,0
830,119,0,0,1,1,0,0,0,0,0,0,0
226,72,0,0,1,0,0,0,0,0,0,0,1
29768,44,0,0,1,0,1,0,0,0,0,0,0
208,142,0,1,0,0,0,0,1,0,0,0,0
251,62,0,0,1,0,0,0,0,0,1,0,0
379,19,0,0,1,0,0,1,0,0,0,0,0
996,36,0,0,1,0,0,0,0,0,0,0,1
252,62,0,0,1,0,0,0,1,0,0,0,0
34,118,1,0,0,0,0,0,1,0,0,0,0
1,119,1,0,0,0,0,0,0,0,1,0,0
6063,34,0,0,1,0,0,0,1,0,0,0,0
409,62,0,0,1,0,1,0,0,0,0,0,0
512,119,0,0,1,0,0,0,0,0,0,1,0
255,174,1,0,0,0,0,0,0,0,0,1,0
1503,118,1,0,0,0,0,0,0,0,0,1,0
645,19,0,0,1,0,0,0,0,0,1,0,0
171,118,1,0,0,1,0,0,0,0,0,0,0
812,119,1,0,0,0,0,1,0,0,0,0,0
334,25,0,0,1,0,0,0,1,0,0,0,0
112,119,0,0,1,0,0,1,0,0,0,0,0
208,119,0,0,1,0,0,0,0,1,0,0,0
654,142,0,1,0,0,0,1,0,0,0,0,0
1,174,0,0,1,0,0,1,0,0,0,0,0
484,142,0,0,1,0,1,0,0,0,0,0,0
499,144,0,1,0,0,1,0,0,0,0,0,0
3499,19,0,0,1,0,0,0,0,0,0,1,0
4,118,1,0,0,0,0,1,0,0,0,0,0
1111,14,0,0,1,0,0,0,1,0,0,0,0
528,62,0,0,1,0,0,0,0,1,0,0,0
7548,34,0,0,1,0,0,0,0,0,0,1,0
399,119,0,0,1,0,0,0,1,0,0,0,0
4249,119,1,0,0,0,0,1,0,0,0,0,0
1191,151,0,0,1,0,1,0,0,0,0,0,0
110,119,0,0,1,0,0,1,0,0,0,0,0
694,62,0,0,1,1,0,0,0,0,0,0,0
574,62,0,0,1,0,0,0,0,0,0,1,0
3160,134,1,0,0,0,0,0,1,0,0,0,0
207,62,0,0,1,0,0,0,0,0,0,1,0
249,62,0,0,1,0,0,1,0,0,0,0,0
1871,62,0,0,1,0,0,0,0,0,1,0,0
416,138,1,0,0,1,0,0,0,0,0,0,0
153,149,0,1,0,0,0,0,0,0,1,0,0
1496,143,0,1,0,0,0,0,1,0,0,0,0
286,118,0,0,1,0,0,0,1,0,0,0,0
92,119,1,0,0,0,0,0,1,0,0,0,0
88,119,1,0,0,0,0,1,0,0,0,0,0
1417,218,1,0,0,0,0,0,1,0,0,0,0
253,142,0,1,0,0,0,0,0,0,0,1,0
1227,119,1,0,0,0,0,0,0,0,0,1,0
134,62,0,0,1,0,0,0,0,0,0,1,0
3,119,1,0,0,0,0,1,0,0,0,0,0
3038,27,1,0,0,0,0,0,0,0,0,0,1
2730,62,0,0,1,0,0,0,1,0,0,0,0
109,119,1,0,0,0,0,0,1,0,0,0,0
1399,62,0,0,1,0,0,0,0,0,0,1,0
254,119,0,0,1,1,0,0,0,0,0,0,0
278,181,0,1,0,1,0,0,0,0,0,0,0
30,1,0,0,1,0,0,0,0,0,0,0,1
618,119,0,0,1,0,0,0,0,0,1,0,0
1230,172,1,0,0,0,0,1,0,0,0,0,0
42,62,0,0,1,0,0,1,0,0,0,0,0
27485,179,1,0,0,1,0,0,0,0,0,0,0
146,156,0,0,1,0,0,1,0,0,0,0,0
105,119,0,0,1,0,0,0,0,0,1,0,0
780,119,1,0,0,0,0,1,0,0,0,0,0
2892,120,1,0,0,1,0,0,0,0,0,0,0
6013,119,1,0,0,0,0,0,1,0,0,0,0
248,144,0,1,0,0,0,0,0,0,1,0,0
411,118,0,0,1,0,0,0,1,0,0,0,0
10,141,0,1,0,0,0,0,1,0,0,0,0
47,119,1,0,0,0,0,0,0,0,0,0,1
1777,217,1,0,0,0,0,0,0,0,1,0,0
462,146,0,0,1,0,0,1,0,0,0,0,0
859,62,0,0,1,0,0,0,1,0,0,0,0
7870,28,0,0,1,0,0,0,0,0,0,1,0
93,119,1,0,0,0,0,1,0,0,0,0,0
723,119,0,0,1,0,0,1,0,0,0,0,0
348,49,0,1,0,1,0,0,0,0,0,0,0
4,62,0,0,1,1,0,0,0,0,0,0,0
253,119,0,0,1,0,0,1,0,0,0,0,0
1040,142,0,1,0,0,0,0,0,0,0,1,0
878,141,0,1,0,0,0,1,0,0,0,0,0
3,119,0,0,1,0,0,0,0,0,0,1,0
30,0,0,0,1,0,1,0,0,0,0,0,0
1915,36,0,0,1,0,0,0,0,0,0,1,0
2655,25,0,0,1,1,0,0,0,0,0,0,0
2099,142,0,1,0,0,0,0,0,0,0,1,0
43,184,0,0,1,1,0,0,0,0,0,0,0
224,119,1,0,0,0,0,0,1,0,0,0,0
28,75,0,0,1,0,1,0,0,0,0,0,0
7587,91,0,0,1,0,0,0,0,0,0,1,0
1395,62,0,0,1,0,0,0,0,0,0,1,0
985,19,0,0,1,0,0,0,0,0,0,1,0
592,184,1,0,0,1,0,0,0,0,0,0,0
512,119,1,0,0,0,0,1,0,0,0,0,0
384,118,1,0,0,0,0,1,0,0,0,0,0
8,62,0,0,1,0,0,0,0,0,1,0,0
232,27,0,0,1,1,0,0,0,0,0,0,0
426,119,0,0,1,0,0,1,0,0,0,0,0
706,149,1,0,0,0,1,0,0,0,0,0,0
6643,118,0,0,1,0,0,0,1,0,0,0,0
835,118,1,0,0,0,0,1,0,0,0,0,0
15,119,1,0,0,0,0,0,0,0,0,1,0
178,51,0,0,1,0,0,1,0,0,0,0,0
295,62,0,0,1,0,0,0,1,0,0,0,0
291,62,0,0,1,0,0,0,0,0,1,0,0
4033,64,1,0,0,1,0,0,0,0,0,0,0
531,119,1,0,0,0,0,0,1,0,0,0,0
1207,119,0,0,1,0,0,1,0,0,0,0,0
921,119,1,0,0,1,0,0,0,0,0,0,0
562,62,0,0,1,0,0,0,1,0,0,0,0
389,62,0,0,1,0,1,0,0,0,0,0,0
1,63,1,0,0,1,0,0,0,0,0,0,0
346,141,0,0,1,0,1,0,0,0,0,0,0
402,119,1,0,0,0,0,1,0,0,0,0,0
41,118,1,0,0,1,0,0,0,0,0,0,0
257,42,0,1,0,1,0,0,0,0,0,0,0
615,119,0,0,1,1,0,0,0,0,0,0,0
40,119,1,0,0,0,0,1,0,0,0,0,0
696,36,1,0,0,0,0,1,0,0,0,0,0
478,119,1,0,0,0,0,1,0,0,0,0,0
26,97,0,0,1,0,0,1,0,0,0,0,0
23,119,1,0,0,0,0,0,0,0,0,0,1
8262,62,0,0,1,1,0,0,0,0,0,0,0
1,62,0,0,1,1,0,0,0,0,0,0,0
345,138,0,0,1,1,0,0,0,0,0,0,0
66,119,0,0,1,0,0,0,0,0,0,0,1
158,197,0,0,1,0,0,0,0,0,0,1,0
628,62,0,0,1,0,1,0,0,0,0,0,0
512,27,0,0,1,0,0,0,1,0,0,0,0
472,141,0,1,0,0,0,1,0,0,0,0,0
222,119,1,0,0,1,0,0,0,0,0,0,0
382,62,0,0,1,0,1,0,0,0,0,0,0
2034,62,0,0,1,0,0,1,0,0,0,0,0
2032,141,0,0,1,0,0,0,0,0,1,0,0
920,62,0,0,1,0,0,0,0,0,1,0,0
41,118,1,0,0,1,0,0,0,0,0,0,0
388,62,0,0,1,0,0,0,0,0,0,1,0
435,119,1,0,0,0,0,1,0,0,0,0,0
582,48,1,0,0,0,0,0,0,0,0,1,0
183,119,1,0,0,0,0,0,1,0,0,0,0
152,119,1,0,0,0,0,0,1,0,0,0,0
1233,119,0,0,1,0,0,0,0,0,1,0,0
74,119,0,0,1,0,0,0,0,0,0,1,0
323,119,1,0,0,0,0,0,1,0,0,0,0
99,96,0,1,0,1,0,0,0,0,0,0,0
363,119,0,0,1,0,1,0,0,0,0,0,0
1038,142,0,1,0,0,0,1,0,0,0,0,0
3,199,1,0,0,1,0,0,0,0,0,0,0
841,62,0,0,1,0,0,0,1,0,0,0,0
294,146,0,0,1,1,0,0,0,0,0,0,0
2184,62,0,0,1,0,0,0,0,0,0,0,1
1823,62,0,0,1,1,0,0,0,0,0,0,0
174,62,0,0,1,0,0,1,0,0,0,0,0
465,119,1,0,0,0,0,1,0,0,0,0,0
296,62,0,0,1,1,0,0,0,0,0,0,0
882,119,0,0,1,0,0,0,1,0,0,0,0
2213,185,0,0,1,0,0,0,0,0,0,1,0
512,62,0,0,1,0,0,0,0,0,0,0,1
4573,179,0,1,0,0,0,0,0,0,0,1,0
4583,119,0,0,1,0,0,0,0,0,1,0,0
173,118,1,0,0,0,0,0,1,0,0,0,0
1199,72,0,0,1,0,0,0,1,0,0,0,0
367,150,0,0,1,0,1,0,0,0,0,0,0
360,62,0,0,1,0,0,0,0,1,0,0,0
55,142,0,1,0,0,0,1,0,0,0,0,0
222,62,0,0,1,0,0,0,0,1,0,0,0
516,164,0,0,1,0,0,0,0,0,0,0,1
49,119,1,0,0,1,0,0,0,0,0,0,0
31,119,1,0,0,1,0,0,0,0,0,0,0
449,215,1,0,0,0,0,0,0,0,0,1,0
70,141,0,0,1,0,1,0,0,0,0,0,0
160,62,0,0,1,0,0,0,0,0,1,0,0
1,62,1,0,0,0,0,0,1,0,0,0,0
1102,119,1,0,0,1,0,0,0,0,0,0,0
121,119,1,0,0,0,0,1,0,0,0,0,0
719,119,0,0,1,0,0,1,0,0,0,0,0
2441,27,0,0,1,0,0,0,0,0,0,1,0
183,62,0,0,1,0,0,0,1,0,0,0,0
4592,62,0,0,1,0,0,0,1,0,0,0,0
1342,62,0,0,1,0,0,1,0,0,0,0,0
1294,148,0,1,0,0,0,0,0,0,0,0,1
94,119,0,0,1,0,0,0,1,0,0,0,0
524,146,0,1,0,0,0,1,0,0,0,0,0
477,118,1,0,0,1,0,0,0,0,0,0,0
967,119,0,1,0,0,0,0,0,0,0,0,1
131,119,0,0,1,0,0,1,0,0,0,0,0
1143,62,0,0,1,1,0,0,0,0,0,0,0
43,62,0,0,1,0,0,0,0,0,1,0,0
1972,119,0,0,1,0,0,1,0,0,0,0,0
375,119,1,0,0,1,0,0,0,0,0,0,0
264,119,0,0,1,0,0,1,0,0,0,0,0
161,119,0,0,1,0,1,0,0,0,0,0,0
1409,119,1,0,0,0,0,1,0,0,0,0,0
187,118,1,0,0,0,0,1,0,0,0,0,0
31,119,0,0,1,0,0,1,0,0,0,0,0
982,119,0,0,1,0,0,0,1,0,0,0,0
5,62,0,0,1,0,0,0,0,0,1,0,0
4,119,0,0,1,1,0,0,0,0,0,0,0
26,119,1,0,0,0,0,0,1,0,0,0,0
103,119,0,0,1,0,1,0,0,0,0,0,0
300,119,0,0,1,0,0,0,0,0,0,1,0
1079,144,0,1,0,0,0,0,0,0,0,0,1
2626,119,0,0,1,0,0,0,1,0,0,0,0
132,62,0,0,1,0,0,0,0,0,1,0,0
1,143,0,1,0,0,0,0,0,0,1,0,0
890,71,1,0,0,1,0,0,0,0,0,0,0
6781,119,1,0,0,0,0,1,0,0,0,0,0
1082,141,0,1,0,0,0,0,0,0,0,0,1
3823,119,1,0,0,0,0,1,0,0,0,0,0
552,119,0,0,1,0,0,1,0,0,0,0,0
1659,62,1,0,0,0,1,0,0,0,0,0,0
66,62,0,0,1,0,0,0,0,0,0,1,0
21,119,0,0,1,0,0,1,0,0,0,0,0
486,62,0,0,1,0,0,0,0,0,0,1,0
8181,93,1,0,0,0,0,0,1,0,0,0,0
894,119,0,0,1,0,0,0,0,0,0,1,0
182,119,0,0,1,0,0,0,1,0,0,0,0
203,141,0,1,0,0,0,0,0,0,0,0,1
1149,119,1,0,0,0,1,0,0,0,0,0,0
157,119,1,0,0,1,0,0,0,0,0,0,0
648,75,0,0,1,0,0,0,0,0,0,1,0
387,119,0,0,1,0,0,0,0,0,0,1,0
113,119,1,0,0,0,0,0,0,0,0,1,0
512,62,0,0,1,0,0,0,0,0,1,0,0
1,119,0,0,1,0,0,0,0,0,0,0,1
15,119,0,0,1,0,0,0,0,0,0,0,1
1753,24,0,0,1,1,0,0,0,0,0,0,0
512,119,1,0,0,0,0,0,0,0,1,0,0
69,62,0,0,1,0,0,1,0,0,0,0,0
417,119,1,0,0,0,0,1,0,0,0,0,0
135,118,1,0,0,0,0,0,0,0,0,1,0
231,118,1,0,0,0,0,0,1,0,0,0,0
2065,62,0,0,1,1,0,0,0,0,0,0,0
974,251,0,1,0,0,0,1,0,0,0,0,0
2327,62,0,0,1,1,0,0,0,0,0,0,0
57,142,0,0,1,0,0,0,0,0,0,1,0
512,119,0,0,1,0,1,0,0,0,0,0,0
503,119,1,0,0,0,0,0,0,0,0,0,1
83,119,0,0,1,0,1,0,0,0,0,0,0
1118,119,0,1,0,0,0,0,0,0,0,1,0
1880,147,0,0,1,0,0,0,0,0,0,1,0
512,119,0,0,1,1,0,0,0,0,0,0,0
512,62,0,1,0,0,0,0,0,0,0,1,0
348,119,1,0,0,0,0,1,0,0,0,0,0
54,62,0,0,1,0,0,0,1,0,0,0,0
2559,119,0,0,1,0,0,0,0,0,0,0,1
74,119,0,1,0,1,0,0,0,0,0,0,0
1602,119,0,0,1,1,0,0,0,0,0,0,0
8095,62,0,0,1,1,0,0,0,0,0,0,0
224,62,0,0,1,1,0,0,0,0,0,0,0
249,118,1,0,0,0,0,0,0,0,0,1,0
68,119,0,0,1,0,0,0,1,0,0,0,0
3015,266,0,0,1,0,0,1,0,0,0,0,0
199,119,1,0,0,0,0,0,0,0,1,0,0
787,62,1,0,0,0,0,0,0,0,0,1,0
932,119,1,0,0,0,0,0,0,0,0,0,1
286,119,1,0,0,0,0,1,0,0,0,0,0
161,119,1,0,0,1,0,0,0,0,0,0,0
315,119,1,0,0,0,0,0,1,0,0,0,0
1978,119,0,1,0,1,0,0,0,0,0,0,0
966,62,0,0,1,0,0,1,0,0,0,0,0
49,62,0,0,1,0,0,0,1,0,0,0,0
2317,119,1,0,0,0,0,0,0,0,0,1,0
54,62,0,0,1,1,0,0,0,0,0,0,0
512,118,1,0,0,1,0,0,0,0,0,0,0
98,119,0,0,1,1,0,0,0,0,0,0,0
3098,62,0,0,1,1,0,0,0,0,0,0,0
293,62,0,0,1,0,0,0,0,0,1,0,0
767,146,0,1,0,0,0,0,0,0,0,0,1
92,62,1,0,0,0,0,0,0,0,0,1,0
9,62,0,0,1,0,0,0,0,0,0,1,0
37,119,0,0,1,1,0,0,0,0,0,0,0
2383,119,0,0,1,0,0,1,0,0,0,0,0
2199,119,0,0,1,0,0,1,0,0,0,0,0
1599,119,0,0,1,1,0,0,0,0,0,0,0
651,119,0,0,1,0,0,0,0,0,0,1,0
